name,address,rating,review_count,website,maps_url,status,lead_score
Professional Automotive Inc,"7013 E 86th St, Indianapolis, IN 46250, USA",4.8,624,http://professionalautomotiveinc.com/,https://maps.google.com/?cid=10010657609000054768&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
A & Z Auto Repair & Tires,"1930 Lafayette Rd, Indianapolis, IN 46222, USA",4.8,240,,https://maps.google.com/?cid=14268228348886214495&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
"Jarboe's Heating, Cooling, Plumbing & Electrical","4111 Champions Trace Ln, Louisville, KY 40218, USA",4.8,5943,https://jarboes.com/?utm_campaign=gmb_msg-lou_home_everyone_main&utm_medium=gmb&utm_source=google,https://maps.google.com/?cid=13095468784178883814&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
Aire Serv of Louisville,"2540 Ridgemar Ct Ste 101, Louisville, KY 40299, USA",4.8,1095,https://www.aireserv.com/louisville/?cid=LSTL_ASV-US000187&utm_source=gmb&utm_campaign=local&utm_medium=organic,https://maps.google.com/?cid=7894425184019684465&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
Prudential Heating & Air Conditioning,"3302 Gilmore Industrial Blvd, Louisville, KY 40213, USA",4.8,767,http://www.prudentialhvac.com/,https://maps.google.com/?cid=1173787561068670877&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
A+ Derr Heating & Cooling,"1225 Gardiner Ln, Louisville, KY 40213, USA",4.8,2335,https://aplusderr.com/?utm_source=GMB&utm_medium=organic&utm_campaign=GMB-Louisville-Gardiner,https://maps.google.com/?cid=8005593211302992428&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
"Tom Drexler Plumbing, Air & Electric","3718 Bardstown Rd, Louisville, KY 40218, USA",4.8,21126,https://tomdrexlerplumbing.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Louisville-KY,https://maps.google.com/?cid=5399725332230035537&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
"Bryant Heating, Cooling, Plumbing, & Electric","4531 Bishop Ln, Louisville, KY 40218, USA",4.8,6404,http://www.callbryant.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Louisville-KY,https://maps.google.com/?cid=16349842807749267229&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
Absolute Services,"3600 Chamberlain Ln #720, Louisville, KY 40241, USA",4.8,4831,https://absoluteservices.net/areas-served/louisville/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*312*absolute-services-louisville,https://maps.google.com/?cid=13781496859035655225&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
Dauenhauer Plumbing Heating Air & Electric,"3416 Robards Ct, Louisville, KY 40218, USA",4.8,9147,https://dauenhauerplumbing.com/service-areas/louisville/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing,https://maps.google.com/?cid=13260817927463520182&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
Peterman Brothers Heating Cooling Plumbing,"4324 Bishop Ln, Louisville, KY 40218, USA",4.8,1289,https://petermanhvac.com/louisville/?utm_source=gmb-louisville&utm_medium=organic,https://maps.google.com/?cid=4521134628101339876&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
Dentistry of Nashville,"2125 Blakemore Ave, Nashville, TN 37212, USA",4.8,1048,https://dentistryofnashville.com/,https://maps.google.com/?cid=8237350097585149142&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
Smiles Up Dentistry,"1916 Patterson St Ste 712, Nashville, TN 37203, USA",4.8,982,http://nashvillesmilesup.com/,https://maps.google.com/?cid=3407933732767955181&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
Nashville Family Dentistry,"5802 Nolensville Pk #201, Nashville, TN 37211, USA",4.8,444,https://familydentistrynashville.com/locations/nashville/,https://maps.google.com/?cid=10119437683474857939&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
Roach Family Dentistry & Associates,"3824 Bedford Ave, Nashville, TN 37215, USA",4.8,1087,https://www.greenhillsdentist.net/,https://maps.google.com/?cid=3026632638733712861&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
Nashville Auto Repair,"2609 8th Ave S, Nashville, TN 37204, USA",4.8,1010,http://nashvilleautorepair.club/,https://maps.google.com/?cid=4864992292730240467&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
Phoenix Auto Repair,"725 Calhoun Ave, Nashville, TN 37210, USA",4.8,678,https://phoenixautonashville.com/?utm_source=google&utm_medium=organic&utm_campaign=digital_domination_gbp,https://maps.google.com/?cid=7762806417700438270&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
Automotive Solutions,"609 Napoleon Ave, Nashville, TN 37211, USA",4.8,159,https://www.automotivesolutionsnashville.com/,https://maps.google.com/?cid=6804793205496146679&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
Lawson & Son Auto Repair,"5137 Harding Pike, Nashville, TN 37205, USA",4.8,248,http://www.lawsonandsonautorepair.com/,https://maps.google.com/?cid=8662575581110308367&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
Automotive RX,"3813 Nolensville Pk, Nashville, TN 37211, USA",4.8,204,https://automotiverx.com/,https://maps.google.com/?cid=14819217063622561555&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
Import Auto Maintenance,"490 Craighead St, Nashville, TN 37204, USA",4.8,240,https://www.importautomaintenance.com/,https://maps.google.com/?cid=3294059409348737322&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
Essy Auto Service LLC,"4717 Nolensville Pk, Nashville, TN 37211, USA",4.8,263,http://essyauto.com/,https://maps.google.com/?cid=15784206039398341626&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
One Hour Heating & Air Conditioning,"4040 Industrial Blvd, Indianapolis, IN 46254, USA",4.8,8038,https://www.onehourheatandair.com/indianapolis/?utm_source=GMB&utm_medium=organic&utm_campaign=gbp_main,https://maps.google.com/?cid=1302887971056883789&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
Williams Comfort Air - Heating Cooling Plumbing Electrical,"10640 E 59th St, Indianapolis, IN 46236, USA",4.8,1833,https://williamscomfortair.com/location/lawrence-indiana/?utm_campaign=gmb_msg-wca_home_everyone_east&utm_medium=gmb&utm_source=google,https://maps.google.com/?cid=13775502166194891761&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
"Service Plus Heating, Cooling, Plumbing & Electrical","10255 Commerce Dr Ste 253, Carmel, IN 46032, USA",4.8,5397,https://serviceplusnow.com/?se_campaign=google_gmb&utm_campaign=gmb&utm_medium=organic&utm_source=google,https://maps.google.com/?cid=3395617283023209897&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
Service Experts Indianapolis,"8227 Northwest Blvd Ste 300, Indianapolis, IN 46278, USA",4.8,2083,https://www.serviceexperts.com/indianapolis-in/?utm_source=gbp&utm_medium=organic&utm_campaign=brand,https://maps.google.com/?cid=10706313365068286637&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
Armor Air,"2461 Directors Row Ste B, Indianapolis, IN 46241, USA",4.8,1093,https://www.armorair.com/?utm_source=google&utm_medium=organic&utm_campaign=Indianapolis,https://maps.google.com/?cid=6179192622342221742&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
Williams Comfort Air - Heating Cooling Plumbing Electrical,"1033 3rd Ave SW Ste 205, Carmel, IN 46032, USA",4.8,6705,https://williamscomfortair.com/location/carmel-indiana/?utm_campaign=gmb_msg-wca_home_everyone_main&utm_medium=gmb&utm_source=google,https://maps.google.com/?cid=11272764478941143769&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
Louisville Automotive Shop,"4409 Bardstown Rd, Louisville, KY 40218, USA",4.8,841,https://www.louisvilleautomotiveshop.com/,https://maps.google.com/?cid=8742943741292985816&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
SMI Automotive Service,"280 N Hubbards Ln, Louisville, KY 40207, USA",4.8,720,https://smiky.com/,https://maps.google.com/?cid=216830612329718935&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
Car Fix Louisville,"5411 New Cut Rd, Louisville, KY 40214, USA",4.8,1570,https://www.carfixlouisville.com/?utm_source=yext&utm_medium=local&utm_campaign=local,https://maps.google.com/?cid=12868572901188165254&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
Service Experts Nashville,"2930 Sidco Dr, Nashville, TN 37204, USA",4.8,5803,https://www.serviceexperts.com/nashville-tn/?utm_source=gbp&utm_medium=organic&utm_campaign=brand,https://maps.google.com/?cid=9394787099307000324&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
Hoffmann Brothers,"45 Willow St, Nashville, TN 37210, USA",4.8,2344,https://www.hoffmannbros.com/nashville?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile_nashville,https://maps.google.com/?cid=9502797653267020045&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
One Hour Heating & Air Conditioning,"1420 Donelson Pike # A10, Nashville, TN 37217, USA",4.8,1616,https://www.onehourheatandair.com/nashville/?utm_source=gbp&utm_medium=organic&utm_campaign=638772_-OH0010-,https://maps.google.com/?cid=9038082078690787999&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
"Air Conditioning Service, Inc","414 McNally Dr, Nashville, TN 37211, USA",4.8,268,https://greentrucks.com/?utm_source=google_business_listing&utm_medium=organic&utm_campaign=click_to_website,https://maps.google.com/?cid=15254691456834076765&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
"Hiller Plumbing, Heating, Cooling & Electrical","915 Murfreesboro Pike, Nashville, TN 37217, USA",4.8,9797,https://happyhiller.com/locations/nashville/?utm_source=gmb&utm_medium=localseo&utm_campaign=local&se_campaign=Internet-LocalSEO,https://maps.google.com/?cid=14726538528439754380&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
"Coolray Heating, Cooling, Plumbing & Electrical","1717 Elm Hill Pike Ste B2, Nashville, TN 37210, USA",4.8,3906,https://www.coolray.com/tn/nashville,https://maps.google.com/?cid=11737924412946121635&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
"MJ Frick Company, Inc.","3651 Trousdale Dr, Nashville, TN 37204, USA",4.8,1018,https://www.mjfrickco.com/,https://maps.google.com/?cid=11871786567979074248&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,4.0
Mass Ave Family Dentistry,"310 N Delaware St, Indianapolis, IN 46204, USA",4.9,508,https://holisticdentistindianapolis.com/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website,https://maps.google.com/?cid=5825911377405206426&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Decatur Family Dentistry LLC,"5021 Kentucky Ave # G, Indianapolis, IN 46221, USA",4.9,1080,https://www.mydecaturdental.com/,https://maps.google.com/?cid=6568771603704341809&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
East Indy Dental Care,"5607 E Washington St, Indianapolis, IN 46219, USA",4.9,620,https://www.eastindydentalcare.com/?utm_source=gbp-organic&utm_medium=website-click&utm_campaign=local-seo,https://maps.google.com/?cid=8445200175489312506&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Westend Dental,"3636 E 38th St, Indianapolis, IN 46218, USA",4.9,891,https://www.mywestenddental.com/,https://maps.google.com/?cid=16176569641789402926&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Indianapolis Dental Designs,"8801 N Meridian St Ste 300, Indianapolis, IN 46260, USA",4.9,669,http://indianapolisdentaldesigns.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,https://maps.google.com/?cid=4904901929776383248&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Detail Dental,"777 Beachway Dr #202, Indianapolis, IN 46224, USA",4.9,602,https://www.detaildental.com/,https://maps.google.com/?cid=52378032604581731&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Southeast Family Dental,"6020 Southeastern Ave, Indianapolis, IN 46203, USA",4.9,893,https://www.southeastfamilydental.com/?utm_source=local&utm_medium=organic&utm_campaign=gbp_home,https://maps.google.com/?cid=13969356825933460110&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Clarity Dentistry,"6835 E Southport Rd Ste H, Indianapolis, IN 46237, USA",4.9,714,https://www.claritydentistry.com/?utm_source=gbp-organic&utm_medium=website-click&utm_campaign=local-seo,https://maps.google.com/?cid=4774446854633023292&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Martin Dentistry Broad Ripple,"1724 Broad Ripple Ave, Indianapolis, IN 46220, USA",4.9,590,https://martindentists.com/indianapolis-dental-office?utm_source=google&utm_medium=organic&utm_campaign=gbp,https://maps.google.com/?cid=16431993218368412887&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Downtown Dental Group,"201 N Illinois St #1770, Indianapolis, IN 46204, USA",4.9,223,,https://maps.google.com/?cid=11483227148471522648&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Renew Dental Arts,"2205 N Delaware St Ste 103, Indianapolis, IN 46205, USA",4.9,425,http://www.renewdentalarts.com/,https://maps.google.com/?cid=4331856153327924672&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Elite Smiles of Louisville,"6400 New Dutchmans Pkwy #135, Louisville, KY 40205, USA",4.9,999,https://www.elitesmileslou.com/,https://maps.google.com/?cid=2464652055055180960&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
The Smile Louisville,"2401 Bardstown Rd Ste A, Louisville, KY 40205, USA",4.9,445,http://www.thesmilelouisville.com/,https://maps.google.com/?cid=482574970536554200&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Parkway Family Dental,"4701 Southern Pkwy, Louisville, KY 40214, USA",4.9,685,https://www.pkwyfamilydental.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,https://maps.google.com/?cid=18221005160893163045&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
"Strathmoor Family Dentistry, PLLC","2811 Bardstown Rd, Louisville, KY 40205, USA",4.9,151,http://strathmoordentistry.com/,https://maps.google.com/?cid=12735132732727600925&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Davis Dental Center,"902 Dupont Rd, Louisville, KY 40207, USA",4.9,355,https://davisdentalcenter.com/,https://maps.google.com/?cid=6269275891645297112&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Exceptional Dentistry of Louisville,"415 Benjamin Ln, Louisville, KY 40222, USA",4.9,565,https://kentuckianadental.com/,https://maps.google.com/?cid=2602067583328261036&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Key Family Dentistry,"8604 Smyrna Pkwy #100, Louisville, KY 40228, USA",4.9,517,http://www.facebook.com/CScottKeyDmdFamilyDentistry,https://maps.google.com/?cid=7917974095039084059&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Mortenson Family Dental,"2105 Weber Ave, Louisville, KY 40205, USA",4.9,639,https://mortensondental.com/locations/highlands/,https://maps.google.com/?cid=4822949057602642758&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
First Choice Dental Center,"3831 Ruckriegel Pkwy #103, Louisville, KY 40299, USA",4.9,484,https://www.firstchoicedentalky.com/,https://maps.google.com/?cid=903720450376674380&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
American Auto Repair,"5860 Brookville Rd, Indianapolis, IN 46219, USA",4.9,236,https://www.americanautorepairs.com/,https://maps.google.com/?cid=9674384283936433781&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
THE AUTO CENTER,"7006 Southeastern Ave, Indianapolis, IN 46239, USA",4.9,662,,https://maps.google.com/?cid=5856834405696475507&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Dave's Mechanic Shop (DMS),"601 S Tibbs Ave, Indianapolis, IN 46241, USA",4.9,211,https://www.daveshopindy.com/,https://maps.google.com/?cid=6771236542099587995&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Element Air Heating and Cooling,"4510 Illinois Ave, Louisville, KY 40213, USA",4.9,582,https://elementairco.com/?utm_source=google&utm_medium=organic&utm_term=gbp,https://maps.google.com/?cid=10752989479965032132&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Allgeier Air,"804 N English Station Rd, Louisville, KY 40223, USA",4.9,892,https://louisvilleair.com/?utm_campaign=gmb,https://maps.google.com/?cid=8855398938553877460&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
One Choice Mechanical,"8611 National Tpke, Fairdale, KY 40118, USA",4.9,1203,https://ocmech.com/?utm_source=google&utm_medium=organic&utm_campaign=local+listings,https://maps.google.com/?cid=18225739798189418672&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
