name,address,rating,review_count,website,maps_url,status,lead_score
Elder Heating and Air,"5800 Fern Valley Rd #100, Louisville, KY 40228, USA",4.9,585,https://www.elderheatingandair.com/,https://maps.google.com/?cid=617475275447670947&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
C & L Heating and Air,"16321 Dry Ridge Rd, Louisville, KY 40299, USA",4.9,300,https://www.derbycityhvac.com/,https://maps.google.com/?cid=3565886146241992510&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Air Comfort of KY,"3904 Bishop Ln, Louisville, KY 40218, USA",4.9,377,http://www.aircomfortofky.com/,https://maps.google.com/?cid=5695971391937297404&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Breckinridge Heating & Cooling,"6500 Outer Loop #5, Louisville, KY 40228, USA",4.9,518,https://breckinridgeheatingandcooling.com/services/ac-repair/?utm_source=google&utm_campaign=gmb,https://maps.google.com/?cid=5760523119631824184&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Dr. P's HVAC Heating & Air Conditioning,"6432 KY-146, Crestwood, KY 40014, USA",4.9,740,http://www.drpshvac.com/,https://maps.google.com/?cid=3517927451773707431&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
UR Best HVAC,"405 Lakeview Trail, Shepherdsville, KY 40165, USA",4.9,154,https://www.urbesthvac.com/,https://maps.google.com/?cid=15851090494370178488&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Iroquois Dentistry,"5115 Harding Pike Ste 101, Nashville, TN 37205, USA",4.9,1381,https://www.ifdnashville.com/,https://maps.google.com/?cid=12814975568490629030&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Gulch Dental Studio,"224 11th Ave S, Nashville, TN 37203, USA",4.9,733,https://www.gulchdentalstudio.com/,https://maps.google.com/?cid=10303388224527692777&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
"Belle Meade Family Dentistry - Nashville, TN","104 Kenner Ave #101, Nashville, TN 37205, USA",4.9,888,https://www.bellemeadedental.com/,https://maps.google.com/?cid=10956967894583079475&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
"Music City Dental: Family, Cosmetic, & Implant Dentistry PLLC","808 Kirkwood Ave, Nashville, TN 37204, USA",4.9,679,https://www.musiccitydental.com/,https://maps.google.com/?cid=13291849714641131746&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
"Jerry Hancock, DMD","2505 21st Ave S Fl 5, Nashville, TN 37212, USA",4.9,409,http://nashvilledentistdrhancock.com/,https://maps.google.com/?cid=10469188991770905665&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Midtown Smiles,"310 23rd Ave N #101, Nashville, TN 37203, USA",4.9,789,https://www.midtownsmilestn.com/,https://maps.google.com/?cid=11572892278791229262&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Vitality Dental,"2708 Old Elm Hill Pike, Nashville, TN 37214, USA",4.9,1327,https://vitalitydentaltn.com/?utm_source=google&utm_medium=gbp&utm_campaign=google_business,https://maps.google.com/?cid=1623129698433944059&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Smile On Nashville,"1914 Charlotte Ave #104, Nashville, TN 37203, USA",4.9,276,https://smileonnashville.com/,https://maps.google.com/?cid=10664114563161549401&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Green Hills Family Dentistry,"4301 Hillsboro Pike Ste 315, Nashville, TN 37215, USA",4.9,994,http://greenhillsfamilydentistry.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,https://maps.google.com/?cid=16071437177196428704&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Same Day Smiles Nashville,"1646 Westgate Cir Ste 100, Brentwood, TN 37027, USA",4.9,462,http://www.samedaysmilesnashville.com/?utm_campaign=gmb,https://maps.google.com/?cid=1901288969570414463&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
East Side Smiles,"7 N 10th St, Nashville, TN 37206, USA",4.9,492,https://www.eastsidesmiles.net/,https://maps.google.com/?cid=9336808603324773276&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Sonrisas Nashville (Dentista),"1009 Murfreesboro Pike #101, Nashville, TN 37217, USA",4.9,766,https://myallsmiles.com/gmb/sonrisas,https://maps.google.com/?cid=10829537589386489437&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Nashville Smiles,"8090 TN-100, Nashville, TN 37221, USA",4.9,547,https://www.nashvillesmiles.com/?utm_source=google&utm_medium=local&utm_campaign=gmb,https://maps.google.com/?cid=3840672826562621653&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Simpson's Auto Repair,"4304 Kenilwood Dr, Nashville, TN 37204, USA",4.9,861,http://www.simpsonsautorepair.com/,https://maps.google.com/?cid=6546510468081899449&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Nashville Auto Care,"839 Porter Rd, Nashville, TN 37206, USA",4.9,455,,https://maps.google.com/?cid=10171705807154688094&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
EurWerks,"4203 Charlotte Ave, Nashville, TN 37209, USA",4.9,453,http://www.eurwerks.com/,https://maps.google.com/?cid=3702671313939026506&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
"Chapman Heating, Air Conditioning, Plumbing and Electrical","9230 Crawfordsville Rd, Indianapolis, IN 46234, USA",4.9,7236,https://chapmanheating.com/locations/indianapolis-services/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Indianapolis-IN,https://maps.google.com/?cid=7866155586886588676&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
LCS Heating and Cooling,"11929 E 65th St, Indianapolis, IN 46236, USA",4.9,1533,https://lcsheatingandcooling.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,https://maps.google.com/?cid=4474339451175571242&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Roy Rogers Heating & Air,"5460 Victory Dr Ste 600, Indianapolis, IN 46203, USA",4.9,623,https://www.royrogersheatingandair.com/,https://maps.google.com/?cid=10020389658557906353&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Northern Comfort Systems,"2905 E 46th St, Indianapolis, IN 46205, USA",4.9,502,https://northerncomfortsystems.com/indianapolis/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*386*northern-comfort-systems-indianapolis,https://maps.google.com/?cid=4641566800278390785&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Bolls Heating & Cooling,"3648 W 16th St, Indianapolis, IN 46222, USA",4.9,602,https://www.bollscomfort.com/,https://maps.google.com/?cid=17375383830105358817&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
HomeSense,"2201 E 46th St Ste 200, Indianapolis, IN 46205, USA",4.9,673,https://trusthomesense.com/location/indianapolis-in/,https://maps.google.com/?cid=10543897326245758290&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Airtron Heating & Air Conditioning,"1230 S Post Rd, Indianapolis, IN 46239, USA",4.9,6563,https://airtron.com/indianapolis/?utm_source=gmb&utm_medium=gmb-organic&utm_campaign=gmb-indy,https://maps.google.com/?cid=2513876325656450387&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
"Howald Heating, Air Conditioning & Plumbing","6542 Westfield Blvd, Indianapolis, IN 46220, USA",4.9,2139,http://www.howaldheatingandair.com/,https://maps.google.com/?cid=5769507486003472459&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Williams Comfort Air - Heating Cooling Plumbing Electrical,"711 E 65th St Ste 101, Indianapolis, IN 46220, USA",4.9,834,https://williamscomfortair.com/location/meridian-hills-indiana/?utm_campaign=gmb_msg-wca_home_everyone_broad-ripple&utm_medium=gmb&utm_source=google,https://maps.google.com/?cid=8615893521425434375&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Irish Air,"36 S Main St, Indianapolis, IN 46227, USA",4.9,890,https://www.irishairnow.com/,https://maps.google.com/?cid=2765859738480321570&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
"Control Tech Heating, Air, & Plumbing","1200 Parkway Dr, Zionsville, IN 46077, USA",4.9,1263,https://controltech.biz/?utm_campaign=gmb&utm_medium=organic&utm_source=google,https://maps.google.com/?cid=12476958765730634086&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Turk Heating & Cooling Inc,"3440 S Post Rd, Indianapolis, IN 46239, USA",4.9,270,http://www.turkheating.com/,https://maps.google.com/?cid=3105843856232034756&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
HomeSense,"2101 Cunningham Rd Ste B, Indianapolis, IN 46224, USA",4.9,1588,https://bplusw.com/,https://maps.google.com/?cid=17639972858264150402&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Cornerstone Dental Group,"4030 Smith Rd Ste 110, Cincinnati, OH 45209, USA",4.9,1110,http://www.cornerstonedentist.com/,https://maps.google.com/?cid=4268937183424143838&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
"Pearce Dental Group of Cincinnati, OH","425 Walnut St Ste 201, Cincinnati, OH 45202, USA",4.9,1859,https://pearcedentalgroup.com/,https://maps.google.com/?cid=11882882028017407559&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Mt. Lookout Dentistry,"3197 Linwood Ave #1, Cincinnati, OH 45208, USA",4.9,445,https://mtlookoutdentistry.com/,https://maps.google.com/?cid=17257137006539350412&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Delhi Dental,"5127 Delhi Rd, Cincinnati, OH 45238, USA",4.9,1089,https://www.delhidentalcincinnati.com/,https://maps.google.com/?cid=1921998413472067632&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
"Hyde Park Dental Arts, LLC","2761 Erie Ave, Cincinnati, OH 45208, USA",4.9,780,http://www.drlogeman.com/?utm_campaign=gbp-listing,https://maps.google.com/?cid=15311115687808263875&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Shertok Smiles,"19 Garfield Pl Unit 414, Cincinnati, OH 45202, USA",4.9,573,http://www.shertoksmiles.com/,https://maps.google.com/?cid=13559352187982162505&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Seven Star Dental,"7 W 7th St Ste 1, Cincinnati, OH 45202, USA",4.9,408,http://www.sevenstardental.com/,https://maps.google.com/?cid=15990379796902215652&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Fountain Square Dental Care,"525 Vine St Ste 1020, Cincinnati, OH 45202, USA",4.9,311,https://www.cincinnatismiledesign.com/,https://maps.google.com/?cid=2779984092093386734&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Bell Dental Group,"2767 Erie Ave, Cincinnati, OH 45208, USA",4.9,883,http://www.belldentalgroup.com/,https://maps.google.com/?cid=6560814739906521250&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Clifton Dental Care,"3308 Jefferson Ave, Cincinnati, OH 45220, USA",4.9,165,http://www.cincinnaticliftondentalcare.com/,https://maps.google.com/?cid=7823554143111356134&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Anderson Smile Center,"7815 Beechmont Ave, Cincinnati, OH 45255, USA",4.9,1118,https://www.andersonsmiledental.com/,https://maps.google.com/?cid=1297335289627437216&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Pro Auto Care,"12308 Aiken Rd #1, Louisville, KY 40223, USA",4.9,727,http://www.proautocareky.com/,https://maps.google.com/?cid=17428098246896023429&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Smith Imported Car Service,"1250 E Broadway, Louisville, KY 40204, USA",4.9,120,https://www.smithimportedcarservice.com/,https://maps.google.com/?cid=14149541657921407608&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Nathanson Auto Repair,"623 Bergman St, Louisville, KY 40203, USA",4.9,154,https://www.facebook.com/NathansonAutoRepair,https://maps.google.com/?cid=6329262837213614536&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
The Shop,"10115 Taylorsville Rd, Louisville, KY 40299, USA",4.9,481,https://theshopky.com/,https://maps.google.com/?cid=7534903732300346774&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Premier Heating & Air,"78 Fesslers Ln, Nashville, TN 37210, USA",4.9,1041,https://www.premierishere.com/nashville,https://maps.google.com/?cid=1927851560865086352&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
"Jewell Mechanical, LLC","1000 Elm Hill Pike, Nashville, TN 37210, USA",4.9,778,https://www.jewellmechanical.com/?utm_source=GMB&utm_medium=organic&utm_campaign=Jewell,https://maps.google.com/?cid=11451506406862666534&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
"Pioneer Heating, Cooling, Electrical & Plumbing","2525 Perimeter Pl Dr #122, Nashville, TN 37214, USA",4.9,6174,https://pioneercomfort.com/service-area/nashville/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*108*pioneer-nashville,https://maps.google.com/?cid=10694811724071013869&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Lewis Comfort Control Hvac-Nashville,"2941 Lyndale Dr, Nashville, TN 37207, USA",4.9,136,https://hvac.plus/,https://maps.google.com/?cid=7909520877699817817&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
"Parthenon Plumbing, Heating, & AC Repair","2317 Cruzen St, Nashville, TN 37211, USA",4.9,668,https://parthenonplumbing.com/nashville-tn-plumber/?utm_source=google&utm_medium=organic&utm_campaign=gbp_nashville,https://maps.google.com/?cid=1598920839796521712&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
"Busy Bee Plumbing, Heating, & Air Conditioning","40 Burton Hills Blvd #200, Nashville, TN 37215, USA",4.9,1555,https://www.busybeehvac.com/,https://maps.google.com/?cid=7867536017928581040&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Universal Heating & Cooling,"1035 Ridgecrest Dr, Goodlettsville, TN 37072, USA",4.9,864,https://universalhtgclg.com/?utm_source=gmblisting&utm_medium=referral,https://maps.google.com/?cid=2537728934934553680&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Temp Control Heating & Air Conditioning,"2214 Dortch Ave, Nashville, TN 37210, USA",4.9,668,https://tempcontrolac.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-profile,https://maps.google.com/?cid=17694505500573521431&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
South Nashville Heating & Cooling,"501 Veritas St, Nashville, TN 37211, USA",4.9,538,http://www.southnashvillehvac.com/,https://maps.google.com/?cid=11527133106755984332&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,2.0
Dentistry of Indiana,"2727 N High School Rd, Indianapolis, IN 46224, USA",5,577,https://dentistryofindiana.com/,https://maps.google.com/?cid=15888533253745637233&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,0.0
Neighborhood Dental,"2232 Bardstown Rd Ste A, Louisville, KY 40205, USA",5,441,https://www.neighborhood-dental.com/,https://maps.google.com/?cid=13039800426103912769&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,0.0
Aiken and Wilson Dentistry,"139 St Matthews Ave, Louisville, KY 40207, USA",5,936,http://aikenwilsondentistry.com/,https://maps.google.com/?cid=8372617210500571959&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,0.0
Martin Automotive LLC,"5360 N Tacoma Ave, Indianapolis, IN 46220, USA",5,163,http://www.martinautomotiverepair.com/,https://maps.google.com/?cid=3712920004825015811&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,0.0
Air Support,"8912 Stone Green Way Unit 3, Louisville, KY 40220, USA",5,480,https://www.airsupportky.com/furnace-repair/?utm_campaign=gmb,https://maps.google.com/?cid=15530161246543426716&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,0.0
"All Pro Heating, Air and Plumbing","9175 Harrison Park Ct, Indianapolis, IN 46216, USA",5,1768,https://callallproindy.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_indianapolis,https://maps.google.com/?cid=15818498117761023954&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,0.0
"Meier, Layer and Yu","8712 Winton Rd, Cincinnati, OH 45231, USA",5,1412,http://cincinnatidentists.com/?utm_source=gmb&utm_medium=organic,https://maps.google.com/?cid=6415425207157973256&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,0.0
Weisenberger Dental,"1017 Delta Ave, Cincinnati, OH 45208, USA",5,280,http://www.weisenbergerdental.com/,https://maps.google.com/?cid=4998966074047932483&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,0.0
Elite Cosmetic and Family Dentistry,"11039 Prince Ln, Cincinnati, OH 45241, USA",5,589,https://www.sharonvilledentistry.com/,https://maps.google.com/?cid=10535789662242028287&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,0.0
Right Time HVAC,"5300 Old Hickory Blvd, Nashville, TN 37218, USA",5,1032,https://www.righttimehvac.com/,https://maps.google.com/?cid=16709866279549003432&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,0.0
